0.01354	-0.01362	-0.03165	-0.00243	-0.05815	0.15283	-0.04318	-0.1073	-0.02157	0.01113	-0.04811	-0.0406	-0.01116	0.05859	-0.00819	-0.05866	0.02594	0.1289	0.20185	-0.13108	0.00373	-0.03216	0.02087	-0.07154	-0.00861	0.02253	-0.11531	-0.01732 -0.05916	-0.05734	-0.03934	-0.01567	-0.12799	-0.08229	-0.05736	-0.12371	-0.04232	0.00244	-0.07442	-0.0195	-0.0305	0.09826	-0.01825	1.1E-4	-0.05385	-0.01031	-0.00326	-0.01278	-0.03948	-0.2317	-0.19033	-0.0523	0.01917	-0.07	-0.33748	-0.06556 -0.10013	-0.06431	-0.11583	-0.0207	-0.00305	-0.03754	0.05543	0.05487
-0.02145	0.02756	0.02973	-0.00352	0.28949	0.04439	0.0248	0.07399	0.01428	-0.07742	0.03059	0.03404	-0.00594	0.04962	0.07773	0.04091	0.16786	-0.07244	0.02865	0.07273	-0.00327	0.01356	0.00959	0.05391	0.01974	0.07395	-0.10228	-0.00655	0.04534 0.03702	0.04282	0.08484	0.01223	0.07	0.04743	0.04407	0.04676	-0.00262	-0.01812	0.00631	0.01385	-0.01246	0.00215	-0.05268	0.03599	0.01209	0.01984	0.02656	0.03931	-0.10422	0.05051	0.03358	0.18021	0.06196	0.05896	0.05772	-0.1414	0.04439 0.09507	0.00246	0.00229	0.03829	0.08615	0.17834
0.06598	-0.0162	-0.04221	-0.00561	-0.04503	0.16827	0.02741	-0.1356	-0.02117	-0.32382	-0.0582	-0.0597	-0.01002	0.00232	-0.0872	-0.03929	-0.16919	-0.34124	-0.04198	-0.14685	-0.01708	-0.03157	-0.04053	-0.07605	-0.02736	-0.00563	0.23676	0.00307 -0.04776	-0.03106	-0.05799	-0.0317	0.09748	-0.10936	-0.08438	0.01549	0.0085	-0.009	0.02784	-0.02157	-0.01158	-0.13757	-0.03645	0.07389	-0.03287	-0.0223	-0.02915	-0.03824	-0.04453	0.09828	-0.15106	-0.06105	-0.07408	-0.07963	-0.0193	-0.07272 0.01042	0.00253	-0.14537	-0.02436	0.00147	-0.04751	0.22217	-0.05601
0.05426	0.00465	0.00523	-0.00118	0.03047	0.19226	-0.03308	-0.01531	-0.01045	-0.1281	-0.00642	-0.01557	-0.01022	0.21401	0.06517	-0.02064	-0.01576	-0.04736	0.00782	-0.02074	3.1E-4	-0.01534	-0.0211	0.00389	-0.01908	0.10562	-0.06089	0.00665 0.00165	-0.01867	4.8E-4	-0.10582	-0.00475	-0.02372	-0.02225	0.16134	0.0943	-0.0221	-0.04502	-0.0138	0.003	-0.09419	-0.01826	0.13913	-9.7E-4	0.01145	-0.01194	0.00939	-0.00524	-0.07319	0.05279	-0.01357	0.10664	-0.00185	0.12882	-0.00145	0.22401 0.02738	-0.02836	-0.01494	-0.00266	-0.0159	0.15944	0.24893
0.03683	0.00183	-0.00354	-0.01423	0.31657	0.20504	0.02643	-0.0124	-0.00523	-0.17596	0.00149	0.00574	-0.03048	0.04297	-0.07228	0.00756	0.07671	-0.28745	0.16176	-0.01602	-0.00251	-0.00219	0.00454	0.00256	0.01188	0.10986	-0.34724	3.7E-4 -0.01017	0.00437	-0.00172	-0.00919	-0.0788	-0.00217	-0.00284	-0.08768	0.01129	0.01622	-0.0541	0.00662	0.00273	-0.05238	0.01369	-0.21043	-0.00794	-0.0061	-0.00332	0.00107	-0.00129	-0.04375	-0.01032	0.00938	0.01438	0.00464	-0.1261	-0.01321 -0.07252	-0.02464	0.00601	0.00102	-0.01115	-0.00743	0.14782	-0.20436
0.05765	0.02949	0.02041	0.0032	-0.18845	-0.10412	-0.06744	0.10656	0.01966	-0.09765	0.04309	0.05106	-0.02398	-2.4E-4	-0.14092	0.03034	-0.06382	-0.10302	-0.04629	0.10719	0.02055	0.03278	0.02484	0.06329	3.9E-4	0.12522	0.10987	-0.02605	0.05634 0.06572	0.05377	0.11418	-0.02571	0.09134	0.05685	0.11375	-0.05664	-0.04654	0.00351	0.03312	0.00255	0.08837	0.02839	0.01294	0.03702	0.00652	0.01273	0.03593	0.04905	0.11305	-0.00281	0.04715	0.01399	0.07895	-0.07066	0.06214	-0.02002	0.04391 0.12369	0.02859	-0.00238	0.03721	0.01802	0.19411
0.09173	0.00548	-0.01509	-0.00473	0.10598	-0.01351	0.01794	-0.00493	0.00166	-0.20789	0.00638	-0.01362	0.0107	0.03772	-0.10333	0.01435	-0.0511	0.14959	-0.12542	0.00782	-0.01496	-0.00503	-0.03017	0.00945	-0.01005	0.03985	0.15982	-0.0122	-0.0085 0.01653	-0.00955	0.08593	-0.08959	-0.00958	0.01417	-0.12068	-0.13128	0.0452	-0.00335	0.00354	0.00408	0.01374	-0.01142	-0.09874	-9.1E-4	-0.0126	0.00107	0.00542	-0.00824	-0.17326	-0.04745	-0.00839	0.16804	0.00476	0.02597	-0.00817	-0.03081 -0.02696	0.00382	0.00909	-0.01154	0.00974	-0.09427	-0.20082
0.00757	0.04386	0.05416	0.00785	0.04766	-0.02294	-0.03533	0.1952	0.03778	0.12838	0.05097	0.08448	0.01635	-0.03126	0.05755	0.06909	0.13299	-0.09446	-0.08673	0.19326	0.01565	0.02811	0.02487	0.09255	0.01091	-0.00968	-0.07056	0.02054	0.09426 -0.00343	0.09798	-0.03258	0.00512	0.17218	0.13346	-0.09355	-0.05558	0.00115	0.06234	0.0291	0.00649	0.01807	0.04291	-0.14943	0.07989	0.0177	0.0293	0.03553	0.06964	-0.10755	0.14438	0.09613	0.10496	0.129	-0.06589	0.13176	-0.11131	-0.00467 0.21053	0.01526	0.00951	0.07054	0.23593	0.0424
0.06855	0.02929	0.03625	0.01762	0.10056	0.08398	0.01861	0.15531	0.03031	0.1814	0.05096	0.04245	0.00288	-0.1068	0.10189	0.05284	0.06584	-0.14228	0.10366	0.14497	0.01369	0.02867	0.00101	0.06882	0.01958	0.0228	0.10179	0.01971	0.06401	-6.7E-4 0.06602	-0.02052	-0.08937	0.12897	0.09723	-0.05844	0.05113	0.02209	0.04881	0.0177	-0.00172	0.00176	0.02086	-0.24203	0.03752	0.01704	0.02334	0.02763	0.0611	0.07203	0.01975	0.06844	0.14072	0.10158	-0.16796	0.09183	0.03632	0.02413	0.14672 0.00753	0.01844	0.05738	0.15761	-0.07047
-0.0766	0.01303	0.01044	-0.00989	0.11576	0.00353	0.02249	0.01425	-7.7E-4	0.0252	-5.8E-4	0.00503	-0.0099	-0.13757	0.12859	0.01131	0.04455	-0.24568	0.15613	0.03162	-0.00663	-0.00623	-0.03316	0.01046	4.6E-4	-0.03783	0.03099	0.00656	0.00281 0.00855	0.00649	-0.07605	0.0697	0.01329	0.01046	-0.12638	0.1304	0.01794	0.0571	0.00526	-0.01618	0.05368	0.0041	-0.18195	-0.01201	-0.00907	0.00904	0.00447	-0.00806	0.13458	-0.02228	0.00625	0.14168	0.00745	0.06161	0.00663	-0.04779	0.05591 0.01184	-7.0E-5	0.00738	0.01696	0.01828	-0.04384
